"Date & Time","use [kW]","gen [kW]","Register 1 [kW]","Register 2 [kW]","Register 3 [kW]","Register 4 [kW]","Register 5 [kW]","Register 6 [kW]","Register 7 [kW]","Register 8 [kW]","Register 9 [kW]","Register 10 [kW]","Register 11 [kW]","Register 12 [kW]","Solar [kW]"
2018-06-14 15:10:00,477.272326667,130.906170000,59.524323333,53.943323333,61.609970000,48.562946667,27.598293333,42.293600000,48.276056667,29.480306667,33.293383333,26.219733333,25.863063333,20.607326667,130.906170000
2018-06-14 15:05:00,452.528770000,69.468803333,65.157550000,60.118100000,67.440570000,48.463403333,27.013513333,41.721226667,33.859653333,14.686923333,18.568086667,26.582810000,27.032860000,21.884073333,69.468803333
2018-06-14 15:00:00,437.409520000,101.354136667,63.276576667,57.436956667,65.179666667,46.174846667,24.168703333,40.672120000,33.729050000,13.142166667,17.232840000,26.636963333,27.797046667,21.962583333,101.354136667
2018-06-14 14:55:00,439.422263333,88.010406667,57.227686667,51.221486667,59.820626667,47.928843333,26.424273333,42.245566667,34.555470000,14.406223333,17.632003333,30.634050000,31.645663333,25.680370000,88.010406667
2018-06-14 14:50:00,465.264706667,127.107603333,55.422806667,48.830793333,57.889336667,47.873043333,26.352993333,41.732026667,47.729553333,28.009813333,30.940550000,28.094980000,28.976003333,23.412806667,127.107603333
2018-06-14 14:45:00,470.836086667,128.672086667,61.904860000,55.773930000,64.519753333,49.686780000,28.934756667,41.666513333,43.059606667,23.398296667,26.463796667,27.552800000,26.784710000,21.090283333,128.672086667
2018-06-14 14:40:00,449.699856667,128.403503333,63.774363333,57.312040000,66.205633333,49.278023333,27.882836667,40.598463333,35.421730000,15.032253333,17.745146667,28.289916667,27.176696667,20.982753333,128.403503333
2018-06-14 14:35:00,439.804480000,127.830000000,63.303260000,55.429856667,64.747090000,48.866523333,27.228606667,40.173010000,33.583763333,13.541623333,16.306323333,30.104603333,26.103580000,20.416240000,127.830000000
2018-06-14 14:30:00,475.709683333,104.871316667,65.169226667,57.759950000,66.390753333,50.110480000,28.551076667,41.650256667,41.557260000,21.493633333,24.105016667,29.067203333,28.063640000,21.791186667,104.871316667
2018-06-14 14:25:00,505.675006667,49.229073333,65.449573333,57.730216667,66.878090000,50.688956667,29.714720000,42.368526667,49.123576667,30.384293333,33.810020000,28.778206667,28.571666667,22.177160000,49.229073333
2018-06-14 14:20:00,457.330236667,128.440633333,68.171573333,60.725236667,70.297513333,46.295976667,27.329176667,39.421880000,35.011370000,14.867240000,18.511320000,27.480046667,27.479400000,21.739503333,128.440633333
2018-06-14 14:15:00,420.613903333,129.465850000,61.793470000,54.513946667,64.715113333,44.754533333,25.648803333,37.832410000,32.810720000,12.997280000,16.972570000,24.928966667,24.470176667,19.175913333,129.465850000
2018-06-14 14:10:00,425.710546667,74.972403333,59.009973333,51.221276667,61.293573333,48.647620000,29.165333333,41.239716667,35.521763333,15.092893333,19.264163333,23.855026667,23.097696667,18.301510000,74.972403333
2018-06-14 14:05:00,476.005550000,126.382426667,61.691426667,54.277476667,64.295856667,47.811606667,28.746926667,41.078406667,49.149473333,30.173766667,33.836363333,23.560603333,22.961860000,18.421783333,126.382426667
2018-06-14 14:00:00,474.093413333,123.923426667,69.995010000,64.278833333,72.629390000,46.653786667,27.332450000,39.926766667,40.528776667,20.737093333,23.365283333,24.778420000,24.614603333,19.253000000,123.923426667
2018-06-14 13:55:00,477.412983333,126.260210000,72.315666667,66.970790000,74.805280000,46.240123333,26.100483333,38.812990000,34.152486667,13.961853333,16.781596667,30.905480000,31.058760000,25.307473333,126.260210000
2018-06-14 13:50:00,456.117476667,100.431273333,65.519646667,60.322010000,67.948566667,46.409046667,25.995680000,38.978040000,34.869153333,14.708160000,17.690463333,29.489316667,29.708656667,24.478736667,100.431273333
2018-06-14 13:45:00,508.870873333,108.106713333,67.293083333,62.282140000,69.400286667,48.186413333,28.111440000,40.465706667,45.885430000,26.745976667,29.777026667,32.790430000,31.647070000,26.285870000,108.106713333
2018-06-14 13:40:00,534.217006667,77.260280000,77.397553333,71.820270000,77.794646667,49.191640000,28.855870000,41.044346667,46.548676667,27.257286667,30.410886667,31.065176667,29.064530000,23.766123333,77.260280000
2018-06-14 13:35:00,489.127593333,127.834513333,76.720380000,72.034700000,76.734540000,46.550653333,25.856640000,38.638786667,35.204450000,15.186566667,18.619423333,31.730936667,28.715150000,23.135366667,127.834513333
2018-06-14 13:30:00,457.360386667,131.117503333,73.780296667,67.549223333,72.437853333,46.074210000,25.485866667,38.482613333,32.246650000,12.655203333,16.894486667,25.009193333,25.757210000,20.987580000,131.117503333
2018-06-14 13:25:00,508.911143333,61.395993333,76.669663333,71.576320000,74.911470000,49.360370000,29.434970000,42.197813333,41.779520000,22.501080000,26.830733333,25.511520000,26.430436667,21.707246667,61.395993333
2018-06-14 13:20:00,537.314470000,76.959046667,78.368963333,74.653553333,78.709433333,48.325240000,28.831633333,41.034503333,46.965893333,28.584986667,32.989653333,27.150996667,28.185260000,23.514353333,76.959046667
